Transaction ID,First Name,Middle Initial,Last Name,Transaction Date,Owner,Ticker,Asset Name,Company,Description,Rate/Coupon,Maturity Date,Asset Type,Transaction Type,Amount Range,Amount Min,Amount Max,Comment
dfc45dab-1a66-4e4e-b8ad-0456faae1f57,Lamar,,Alexander,2017-07-11,Spouse,,Marion County Tenn GO SCH REF BDS,,,4.00%,04/01/2021,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
049b63d6-4f7a-4303-8179-9ca837289d7f,Lamar,,Alexander,2015-12-15,Self,,Custom Foods of America Inc.,"Custom Foods of America Inc.  (Knoxville, Tennessee)",Wholesale Food,,,Private Stock,Sale (Partial),"$250,001 - $500,000",250001,500000,Sold to Leslee B Alexander Family Trust
52042f29-9f6d-4909-814c-82a1fe3ae323,Lamar,,Alexander,2015-12-15,Self,,3600 Management LLC,"3600 Management LLC  (Knoxville, Tennessee)",Commercial Rental,,,Other Securities,Sale (Full),"$1,000,001 - $5,000,000",1000001,5000000,Sold to Lamar Alexander Family Trust
2b130dc0-ab47-4ae0-b8ca-cc34d2c36e5e,Lamar,,Alexander,2016-01-07,Spouse,,METROPOLITAN NASHVILLE ARPT AU ARPT,,,5.00%,07/01/2040,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
d10c2a6d-4b03-4a90-8850-f9f2507e9d43,Lamar,,Alexander,2016-01-07,Spouse,,LAKELAND TENN GO CAP OUTLAY NTS,,,5.00%,03/01/2020,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
afa37ad8-fcc1-4aa2-bcd0-76ace76155a7,Lamar,,Alexander,2016-01-05,Spouse,,ROBERTSON CNTY TENN GO REF BDS,,,3.00%,04/01/2025,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
426b4983-f3c2-4da9-ad41-8e0d53db52d2,Lamar,,Alexander,2015-12-22,Spouse,,ROBERTSON CNTY TENN GO SCH BDS,,,5.00%,05/01/2022,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
a53373d9-b3da-49f1-a8e5-c40a341c860a,Lamar,,Alexander,2019-05-31,Spouse,,Little Star Partnership,"Little Star Partnership  (Victoria, Texas)",Rental Real Estate,,,Other Securities,Purchase,"$100,001 - $250,000",100001,250000,"Little Star Partnership is a family Company owned by Senator Alexander's wife and her four siblings. After the final settlement of their mother's estate, Senator Alexander's wife exchanged her interest in Starboard Corporation for an additional interest in Little Star Partnership. Starboard Corporation is also a family owned Company owned by the five siblings and the exchange occurred between the siblings."
b86d857a-e57a-420a-8e76-f656bce73bbe,Lamar,,Alexander,2019-05-31,Spouse,,Buhler Telferner Partnership,"Buhler Telferner Partnership  (Victoria, Texas)",Rental real estate,,,Other Securities,Purchase,"$500,001 - $1,000,000",500001,1000000,"Buhler Telferner Partnership is a family Company owned by Senator Alexander's wife and her four siblings. After the final settlement of their mother's estate, Senator Alexander's wife exchanged her interest in Starboard Corporation for an additional interest in Buhler Telferner Partnership. Starboard Corporation is also a family owned Company owned by the five siblings and the exchange occurred between the siblings."
e5025290-d3ca-4789-a76f-75188238bd0e,Lamar,,Alexander,2019-05-31,Spouse,,Starboard Corporation - Commercial Real Estate,"Starboard Corporation  (Victoria, TX)",Commercial rental real estate,,,Private Stock,Sale (Full),"$500,001 - $1,000,000",500001,1000000,"Starboard Corporation is a family Company owned by Senator Alexander's wife and her four siblings. After the final settlement of their mother's estate, Senator Alexander's wife exchanged her interest in Starboard Corporation for an additional interest in Buhler Telferner Partnership and Little Star Partnership. The two partnerships are also family owned Companies owned by the five siblings and the exchange occurred between the siblings."
eb6a2d51-13e0-4813-880d-7a9fe18325d7,Lamar,,Alexander,2019-11-13,Spouse,,McKinney Texas Indpt Sch Dist,,,5.00%,02/15/2028,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,Notification of the transaction was delayed due to the holidays
d6da146e-b073-4852-8bbe-a0b9532bd4a8,Lamar,,Alexander,2016-11-10,Spouse,,Chattanooga Tenn GO REF BDS,,,5.00%,09/01/2019,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
75a1b787-cc6e-4004-93e8-19da544b75e3,Lamar,,Alexander,2016-11-08,Spouse,,Metropolitan Govt Nashville & REF BDS,,,5.00%,05/15/2019,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
0bb921b4-b776-4476-83c0-332254bcd155,Lamar,,Alexander,2018-10-12,Spouse,,Montgomery County TN Go REF BDS,,,4.0%,04/01/2019,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
2d3d5ff5-0f97-42c4-a6b4-ceedf738046a,Lamar,,Alexander,2018-10-23,Spouse,,University Texas Univ Revs REV FIN SYS REF BDS,,,5.0%,08/15/2032,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
f9a26c1e-bb4e-49f8-b85f-e503be6b61a2,Lamar,,Alexander,2018-10-12,Spouse,,Plano Texas Indpt Sch Dis Ultd Tax REF BDS,,,5.0%,02/15/2024,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
76443184-d9f7-4a8e-9fb3-e224b779d5ed,Lamar,,Alexander,2019-05-17,Spouse,,Tennessee St. Sch BD Auth Higher,,,5.00%,11/01/2024,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
7e702a46-7c77-4699-8e8b-49810ea22e25,Lamar,,Alexander,2019-05-17,Spouse,,Chattanooga Tenn Elec Rev Ref,,,5.00%,09/01/2027,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
e0f17646-aa49-4597-a389-40ce29ce9e95,Lamar,,Alexander,2017-09-13,Spouse,,Metropolitan Govt Nashville Water and Sewer,,,5.00%,07/01/2023,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
bd65777d-0862-4146-bc26-082e272bf6bf,Lamar,,Alexander,2017-09-07,Spouse,,Wilson County Tenn GO,,,5.00%,04/01/2019,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
961d21fe-d627-4c01-81c7-be3c883047e2,Lamar,,Alexander,2017-09-06,Spouse,,Sevier County Tenn Pub Bldg,,,5.00%,06/01/2018,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
67805a57-c3f3-439b-b0a5-cb4801619e73,Lamar,,Alexander,2017-10-23,Spouse,,Metropolitan Gov't Nashville & Go REF BDS,,,5.00%,01/01/2024,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
904c6a3e-30cf-49df-9340-1467beea2212,Lamar,,Alexander,2017-10-19,Spouse,,Maury County Tenn Go Sch BDS,,,5.00%,04/01/2023,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
34c36627-295f-4747-b8cb-870c2b87ffe2,Lamar,,Alexander,2017-10-16,Spouse,,Chattanooga Tenn Elec Rev Ref BDS,,,5.00%,09/01/2023,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
15674933-bbc3-4d35-8c02-e22f721d2f67,Lamar,,Alexander,2017-10-04,Spouse,,Hamilton County Tenn GO BDS,,,4.00%,03/01/2018,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
33170fbd-d6a5-41bf-b761-6592c0bff430,Lamar,,Alexander,2017-10-04,Spouse,,Clarksville Tenn Nat Gas Acq,,,5.00%,12/15/2020,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
fd32d0dd-7bc8-43dd-ac71-bba654cf51e9,Lamar,,Alexander,2017-09-28,Spouse,,Montgomery County Tenn GO Sch,,,5.00%,04/01/2025,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
b385c33e-0aa2-42a9-9bf9-4affe2c3ca98,Lamar,,Alexander,2017-09-28,Spouse,,Knox County Tenn GO REF BDS,,,5.00%,05/01/2020,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
f7eac80c-7b30-4265-888f-8b217190a109,Lamar,,Alexander,2018-08-31,Spouse,,Maury County TN GO BDS,,,5%,04/01/2023,Municipal Security,Sale (Full),"$50,001 - $100,000",50001,100000,--
56b86091-9efb-4167-9a16-617a614648b9,Lamar,,Alexander,2017-06-15,Spouse,,Shelby County Tenn Health EDL & Rev,,,5.25%,09/01/2023,Municipal Security,Sale (Full),"$50,001 - $100,000",50001,100000,--
e46c9748-0cb9-4bb1-98a6-7ba0d9134e06,Lamar,,Alexander,2017-06-15,Spouse,,Robertson County TN Go Bond,,,5.00%,05/01/2022,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
2cd47012-a274-4412-9d56-63a66afaf905,Lamar,,Alexander,2017-06-15,Spouse,,Robertson CNTY Tenn Go REF BDS,,,3.00%,04/01/2025,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
e6fde4bd-c895-4ba1-9a26-0bad807aaf6a,Lamar,,Alexander,2017-06-15,Spouse,,Metropolitan Nashville ARPT AU ARPT,,,5.00%,07/01/2040,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
fd751b4f-115a-4c11-83be-d8d8777c6e2b,Lamar,,Alexander,2017-06-15,Spouse,,Metropolitan Govt Nashville & REF BDS,,,5.00%,05/15/2019,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
be3b9bbf-4099-4c4b-8508-74be16209558,Lamar,,Alexander,2017-06-15,Spouse,,Memphis TN Sewer System,,,4.20%,10/01/2022,Municipal Security,Sale (Full),"$50,001 - $100,000",50001,100000,--
0b25216f-3d0e-4a8c-ac56-267bad6f9fc4,Lamar,,Alexander,2017-06-15,Spouse,,Lakeland Tenn Go Cap Outlay NTS,,,5.00%,03/01/2020,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
8c429054-d864-49bf-8386-6042adb56172,Lamar,,Alexander,2017-06-15,Spouse,,Kingsport Tenn Go Bond,,,3.00%,03/01/2029,Municipal Security,Sale (Full),"$50,001 - $100,000",50001,100000,--
0bfffea4-6123-4ba0-a329-635817ca00ec,Lamar,,Alexander,2017-06-15,Spouse,,Clarksville TN Electric,,,5.00%,09/01/2022,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
d1aa5c74-ca80-4f8e-a0c4-d1e09f255959,Lamar,,Alexander,2017-06-15,Spouse,,Chattanooga Tenn Go REF BDS,,,5.00%,09/01/2019,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
0319e2b7-1cb4-4057-aa7a-bbba8de82fcf,Lamar,,Alexander,2014-09-26,Spouse,,Dickson TN Go Bond,,,5.0,9/1/2015,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
02dd3a90-eae8-4393-9cab-7eda20a8216e,Lamar,,Alexander,2014-06-01,Spouse,,Metro Govt Nashville TN Go Bond,,,5.0,10/01/2016,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
c6d576e8-7090-469e-978e-b1fff1d01a25,Lamar,,Alexander,2014-05-01,Spouse,,Williamson County TN,,,4.5,05/01/2018,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
2c6e0ada-c97e-4cef-9ecd-195775f950aa,Lamar,,Alexander,2014-01-29,Spouse,,Hendersonville Tenn Util Distric Water and Sewer,,,4.0,08/01/2023,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
a1f63195-6979-473d-ba03-1b5fbcb40464,Lamar,,Alexander,2013-10-17,Spouse,,Bristol TN Electric,,,5.0,09/01/2026,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
52056d0a-3963-4489-932c-37967a8ef425,Lamar,,Alexander,2013-05-17,Spouse,,Metro Gov Nashville & Davidson,,,5.0,10/01/2016,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
45613141-679c-45a5-8f60-c96daaf1dd48,Lamar,,Alexander,2013-03-07,Spouse,,Houston Texas Utility Board,,,.94,05/15/2034,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
86274a1d-c786-4444-82b8-bcf4580e7e01,Lamar,,Alexander,2013-03-06,Spouse,,Memphis TN Sewer System,,,4.2,10/01/2022,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
7e01e2c9-2036-4e1c-907a-d5ba7f6375a7,Lamar,,Alexander,2013-02-26,Spouse,,Tullahoma TN,,,1.0,10/01/2013,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
339c6ef9-0171-4e72-8d85-bb98c760c7f9,Lamar,,Alexander,2013-12-01,Spouse,,Memphis TN Electric System GO Bond,,,5.0,12/01/2017,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
11bd7742-2b3c-48c0-a67b-20d7dbd23f7f,Lamar,,Alexander,2013-03-26,Spouse,,Houston Texas Utility Board,,,.94,05/15/2034,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
ffee6292-1ae1-40a2-99c4-dd595b1286bd,Lamar,,Alexander,2012-06-14,Spouse,,Metro Govt TN GO,,,4.5,05/15/2030,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
eff8c4eb-43d9-4e1e-bfd8-6a23a84f12fc,Lamar,,Alexander,2012-11-01,Spouse,,Memphis-Shelby County,,,5.5,11/01/2017,Municipal Security,Sale (Full),"$50,001 - $100,000",50001,100000,--
be556fe7-45d9-451b-94ef-f77fcc8f7776,Lamar,,Alexander,2012-10-24,Spouse,,Franklin County TN Health,,,4.0,09/01/2023,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
dccb6557-08c1-406f-b152-09e712bc9e97,Lamar,,Alexander,2016-09-08,Spouse,,Shelby County Tenn Health EDL & Rev,,,5.25%,09/01/2023,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
c8157557-37f2-44ed-934b-50845f1e904d,Lamar,,Alexander,2016-06-14,Spouse,,Kingsport Tenn GO Bond,,,3.00%,03/01/2029,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
494647cc-b147-4464-a2d4-3e9a03044fad,Lamar,,Alexander,2016-04-01,Spouse,,Montgomery County,,,5.00,04/01/2018,Municipal Security,Sale (Full),"$15,001 - $50,000",15001,50000,--
af858b22-1570-4902-a3a9-4279f5724e71,Lamar,,Alexander,2019-11-07,Spouse,,Corpus Christi Tex Indpt Sch D Ultd Tax Bldg,,,4.00%,08/15/2032,Municipal Security,Purchase,"$15,001 - $50,000",15001,50000,--
a1b576b8-a17c-410c-98ef-279d1b547eef,Lamar,,Alexander,2017-10-30,Spouse,,Tennessee HSG Dev Agy Resident Residential FIN Prog BDS,,,2.70%,01/01/2024,Municipal Security,Purchase,"$50,001 - $100,000",50001,100000,--
588204ff-0374-4080-ab2f-756fc87f80df,John,A,Barrasso,2018-05-01,Self,,Undeveloped Land-TOPOL,"Wyoming Orthopaedics Institute, LLC  (Casper, WY)",Real Estate Partnership,,,Other Securities,Sale (Full),"$50,001 - $100,000",50001,100000,--
be9ede36-2026-46d4-9031-088ccb3fb3ab,Michael,F,Bennet,2019-03-01,Self,,More,"More  (Ebene, Muritius (India))",Grocery Chain,,,Other Securities,Purchase,"$100,001 - $250,000",100001,250000,Underlying asset of Madeira Capital Investments Limited
425f87fe-a13f-49ae-b01c-862b7fe65fb2,Michael,F,Bennet,2017-01-25,Self,,"Continuum Real Estate Investors 2016, LLC","Continuum Real Estate Investors 2016, LLC  (Denver , CO)",Private Equity,,,Other Securities,Purchase,"$250,001 - $500,000",250001,500000,--
b2b8300a-07b1-4efe-8386-8867147352eb,Michael,F,Bennet,2020-08-27,Self,,More,"More  (Ebene, Muritius (India))",Grocery Chain,,,Other Securities,Purchase,"$1,001 - $15,000",1001,15000,Underlying asset of Madeira Capital Investments Limited
d6062201-95c4-4830-876d-3da4c028c18f,Michael,F,Bennet,2023-04-26,Self,,More,"More  (Ebene, Muritius (India))",Grocery Chain,,,Other Securities,Purchase,"$15,001 - $50,000",15001,50000,--
d620c777-e417-4663-8803-1f3269df85ac,Michael,F,Bennet,2017-12-08,Self,RGC,Regal Entertainment Group,,,,,Stock,Sale (Full),"$500,001 - $1,000,000",500001,1000000,--
e6902bb4-3be8-4a9d-9127-c240d884ab8d,Michael,F,Bennet,2017-11-01,Self,"['LVLT', 'CTL']","Level 3 Communications, Inc. (Exchanged)",,,,,Stock,Exchange,"$50,001 - $100,000",50001,100000,Shares of CTL received as a result of merger.
c060f9be-6673-4618-bda0-7050c56b2d8e,Michael,F,Bennet,2021-07-01,Self,,"Oakcliff Capital Partners, LP","Oakcliff Capital Partners, LP  (New York, NY)",Investment Fund,,,Other Securities,Purchase,"$500,001 - $1,000,000",500001,1000000,--
13948fb2-9c3a-46ed-b1d5-b8be268dda9d,Michael,F,Bennet,2020-03-30,Self,,CP Kent Place Member LLC,"CP Kent Place Member LLC  (Denver, CO)",Holding Company,,,Other Securities,Purchase,"$100,001 - $250,000",100001,250000,Underlying asset - Commercial Real Estate
66a2b869-84ef-4cb8-b87e-6c3031992a6d,Michael,F,Bennet,2017-03-28,Self,RGC,Regal Entertainment Group,,,,,Stock,Sale (Partial),"$500,001 - $1,000,000",500001,1000000,--
e05edb3c-e1ca-4444-bcdc-c50437d9b01f,Roy,,Blunt,2019-11-26,Spouse,KHC,The Kraft Heinz Company,,,,,Stock Option,Sale (Partial),"$1,001 - $15,000",1001,15000,Option received as part of compensation.
9badb9c2-ba62-4a2c-8a16-3ae7caf673f1,Roy,,Blunt,2019-12-02,Spouse,MDLZ,"Mondelez International, Inc.",,,,,Stock Option,Sale (Partial),"$50,001 - $100,000",50001,100000,Option as part of compensation from employer prior to company split.
f1889218-3174-477e-b5ef-655ab1b28f74,Roy,,Blunt,2014-11-11,Spouse,MDLZ,"Mondelez International, Inc. (NASDAQ)",,,,,,Sale (Full),"$50,001 - $100,000",50001,100000,--
fbae8efa-ce65-4a68-809c-7668f377536b,Roy,,Blunt,2022-02-18,Spouse,KHC,The Kraft Heinz Company - Common Stock,,,,,Stock Option,Sale (Full),"$15,001 - $50,000",15001,50000,This was a stock option granted in 2012 that was to expire 10 years later.
c6d4d145-b928-468c-a3ad-5baddf672d2a,Roy,,Blunt,2019-11-26,Spouse,KHC,The Kraft Heinz Company,,,,,Stock Option,Sale (Full),"$1,001 - $15,000",1001,15000,Option received as part of compensation.
6fa1b6c2-571c-4dd4-a9ea-4b985d03adf9,Roy,,Blunt,2019-12-02,Spouse,MDLZ,"Mondelez International, Inc.",,,,,Stock Option,Sale (Full),"$50,001 - $100,000",50001,100000,Option as part of compensation from employer prior to company split.
17167c70-c2ce-4aad-9f83-85601e2390d1,Roy,,Blunt,2021-11-24,Spouse,,PM,,,,,Stock,Sale (Full),"$15,001 - $50,000",15001,50000,--
513183cd-52de-49c3-9f97-c0b78227ba18,Roy,,Blunt,2021-09-27,Spouse,NRDY,Nerdy Inc. Class A Common Stock,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
add31bd5-fe97-4f69-b651-d6512e00a24e,Roy,,Blunt,2022-06-06,Spouse,AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,,,,Stock,Purchase,"$50,001 - $100,000",50001,100000,--
70154908-9346-483f-8d96-55ac14655e05,Roy,,Blunt,2022-06-06,Spouse,,KH,,,,,Stock,Sale (Full),"$15,001 - $50,000",15001,50000,--
3e95fc94-ecd3-4a07-bf8b-5eeeab643d2b,Roy,,Blunt,2021-11-24,Spouse,,PMI,,,,,Stock,Sale (Partial),"$15,001 - $50,000",15001,50000,--
d1b43e12-1bd4-4a5d-ab09-e7fd8680fe26,Cory,A,Booker,2014-08-08,Self,NKE,"Nike, Inc. (NYSE)",,,,,,Sale (Full),"$1,001 - $15,000",1001,15000,--
1017ee5b-8589-4fc0-b743-626fb76f566e,Cory,A,Booker,2014-08-08,Self,IRM,Iron Mountain Inc. (NYSE),,,,,,Sale (Full),"$1,001 - $15,000",1001,15000,--
f8ad6948-2a6a-4801-9c30-502245e24a43,Cory,A,Booker,2014-08-08,Self,IBM,International Business Machines Corporation (NYSE),,,,,,Sale (Full),"$1,001 - $15,000",1001,15000,--
26e22ee1-a243-4493-bd78-54143049b8a0,Cory,A,Booker,2014-08-08,Self,FB,"Facebook, Inc. (NASDAQ)",,,,,,Sale (Full),"$1,001 - $15,000",1001,15000,--
f105599a-07f5-4232-8bf5-a177f544b958,Cory,A,Booker,2014-08-08,Self,AMZN,Amazon.com Inc. (NASDAQ),,,,,,Sale (Full),"$1,001 - $15,000",1001,15000,--
70966c42-6b3c-4d54-bfc1-938d65395fcc,Cory,A,Booker,2014-08-08,Self,AAPL,Apple Inc. (NASDAQ),,,,,,Sale (Full),"$1,001 - $15,000",1001,15000,--
527330fa-543b-451f-bed2-156ece618906,Cory,A,Booker,2014-08-08,Self,DISH,Dish Network Corp. (NASDAQ),,,,,,Sale (Full),"$1,001 - $15,000",1001,15000,--
3a14e618-1d8b-47d7-b720-aebe9a2f3811,Cory,A,Booker,2014-08-08,Self,AMT,American Tower Corporation (NYSE),,,,,,Sale (Full),"$50,001 - $100,000",50001,100000,--
949e628f-cb05-4a37-b7b1-840b4efceeb6,Cory,A,Booker,2014-08-08,Self,EBAY,eBay Inc. (NASDAQ),,,,,,Sale (Full),"$1,001 - $15,000",1001,15000,--
1c526ef4-6565-4f13-9559-4b821dd7139f,Cory,A,Booker,2014-08-08,Self,NFLX,"Netflix, Inc. (NASDAQ)",,,,,,Sale (Full),"$15,001 - $50,000",15001,50000,--
2fc0558e-f5bb-4015-9f79-86642c0643e4,Cory,A,Booker,2014-04-08,Self,AMT,American Tower Corporation (NYSE),,,,,,Sale (Full),"$15,001 - $50,000",15001,50000,--
e945f8e8-7633-49e1-a8a9-fb0f402ba69b,Cory,A,Booker,2014-04-08,Self,NFLX,"Netflix, Inc. (NASDAQ)",,,,,,Sale (Full),"$15,001 - $50,000",15001,50000,--
a91f6abc-42ea-4c50-af28-73b5bfb9a0ad,John,,Boozman,2024-02-20,Joint,SCHP,Schwab U.S. TIPS ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
9758b944-51a9-496c-9aaf-4762d26423a6,John,,Boozman,2024-02-20,Joint,IEF,iShares 7-10 Year Treasury Bond ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
2562688c-8bd5-4326-9615-552c5a430b6c,John,,Boozman,2024-02-20,Joint,TLH,iShares 10-20 Year Treasury Bond ETF,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
ccb0ff44-6158-4c9b-ac49-ab2aeaaf273f,John,,Boozman,2024-02-20,Joint,TLT,iShares 20+ Year Treasury Bond ETF,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
ca573c8d-7955-4c7c-bd10-39233e4c2a43,John,,Boozman,2023-10-05,Self,AES,The AES Corporation Common Stock,,,,,Stock,Sale (Full),"$1,001 - $15,000",1001,15000,--
2d278cdc-6107-4682-b01e-be083431ae44,John,,Boozman,2023-12-20,Self,LRCX,Lam Research Corp,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
e60b1ef3-ada2-4a3f-80d2-cf45d62a6147,John,,Boozman,2023-12-12,Self,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
f61869d4-b1fc-4dec-976c-1201e5240a7f,John,,Boozman,2023-12-20,Self,PFE,Pfizer Inc,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
265c046f-9795-4656-9dea-ae72a3bec0b5,John,,Boozman,2023-12-12,Self,PALL,abrdn Physical Palladium Shares ETF,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
6a586e19-2516-4ae9-b149-4a752bbd7b3a,John,,Boozman,2023-12-12,Self,PPLT,abrdn Physical Platinum Shares ETF,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
c0b56c74-7409-4763-86f0-81707b006e2e,John,,Boozman,2024-07-18,Joint,VEA,Vanguard FTSE Developed Markets ETF,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
5f66af2e-80d6-425a-a57e-6862254d3920,John,,Boozman,2024-07-26,Joint,MSI,"Motorola Solutions, Inc. Common Stock",,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
e0dce395-9732-40f9-915b-2310e70bd183,John,,Boozman,2024-07-26,Joint,GOOGL,Alphabet Inc. - Class A Common Stock,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
1c9e98dd-ede8-4ed0-b975-ca2e2777f361,John,,Boozman,2024-07-18,Joint,MDY,SPDR MidCap Trust Series I,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
09b3939c-4e55-4cb6-a437-1c16b3a5d4d0,John,,Boozman,2024-07-26,Joint,LRCX,Lam Research Corporation - Common Stock,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
0eb54a0e-f959-4deb-b349-5e4b23411086,John,,Boozman,2024-04-11,Joint,EFA,iShares MSCI EAFE ETF,,,,,Stock,Sale (Partial),"$15,001 - $50,000",15001,50000,--
09e1ae8d-e223-4189-a46d-767bf0ba3dd3,John,,Boozman,2024-04-16,Joint,CMBS,iShares CMBS Bond ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
20ede50c-e5a8-45c4-a1d3-035876f2f68a,John,,Boozman,2024-04-16,Joint,JMBS,Janus Henderson Mortgage-Backed Securities ETF,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
374f5f3c-25dd-4878-8112-a112fd268604,John,,Boozman,2024-04-11,Joint,SCZ,iShares MSCI EAFE Small-Cap ETF,,,,,Stock,Purchase,"$15,001 - $50,000",15001,50000,--
03692028-2e59-4d26-927a-a1e51284cf25,John,,Boozman,2024-03-28,Joint,HES,Hess Corp,,,,,Stock,Sale (Full),"$1,001 - $15,000",1001,15000,--
b8a55e91-6b39-4b7d-9d42-1fabf3d9744f,John,,Boozman,2024-03-28,Joint,AMAT,Applied Materials,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
2577774c-64e9-4e5c-8a1b-d2b50cc2025d,John,,Boozman,2023-08-29,Self,FEP,First Trust Europe AlphaDEX Fund,,,,,Stock,Sale (Full),"$15,001 - $50,000",15001,50000,--
1ef738af-c015-462e-98d0-b4a452416382,John,,Boozman,2023-08-29,Self,BBEU,JPM Betabuilders Europe ETF,,,,,Stock,Purchase,"$15,001 - $50,000",15001,50000,--
d43e086c-a5c8-44b5-baa2-060df5329dce,John,,Boozman,2024-05-31,Joint,GIGB,Goldman Sachs Access Investment Grade Corporate Bo,,,,,Stock,Purchase,"$1,001 - $15,000",1001,15000,--
8ed225ba-ca24-4143-b2ad-61f2dcea161f,John,,Boozman,2024-05-31,Joint,IVW,iShares S&P 500 Growth ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
506c6e85-40da-4835-8083-665d072e44b8,John,,Boozman,2024-05-31,Joint,EFA,iShares MSCI EAFE ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
ebb7614b-4e77-486a-ab45-7404b4ce1d53,John,,Boozman,2023-11-07,Self,SHY,iShares 1-3 Year Treasury Bond ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
0a62ab86-de73-4120-8de6-2dcdb1c011c6,John,,Boozman,2023-11-07,Self,CMBS,iShares CMBS Bond ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
25f44052-aabf-4d5b-8340-14846301fb22,John,,Boozman,2023-11-29,Self,TLT,20+ Year Treas Bond Ishares ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
bab9f952-20c3-458a-8f7d-c9534535228a,John,,Boozman,2023-11-07,Self,AGZ,iShares Agency Bond ETF,,,,,Stock,Sale (Partial),"$1,001 - $15,000",1001,15000,--
